Nom 1|Nom 2|Nom latin|Nom anglais|Ordre:famille|Taille|Catégorie|Catégorie2|Bec forme|Bec couleur|bec couleur 2|Pattes|pattes couleur 2|Signe distinctif|Couleur dominante|Tache de couleur|Commentaires|Habitat et comportement Répartition géographique|Habitat1|Habitat2|Scientifique2|FIN
Tadorne casarca||Tadorna ferruginea|Ruddy Shelduck|ANSERIFORMES: Anatidae|64|Cygnes, oies, canards||canard|noir||noir|||rouge/orange||Tête brun pâle. Corps entièrement roux. Bout des ailes noir. Petit collier noir pour le mâle. Miroir vert et bec noir.||Bords de rivières, zones humides|||FIN
Tadorne de Belon||Tadorna tadorna|Common Shelduck|ANSERIFORMES: Anatidae|61|Cygnes, oies, canards||canard|rouge/orange||rose|||blanc|rouge/orange|Corps blanc sauf la tête vert foncé, le collier roux et le bout des ailes noirs. Le mâle a un renflement au-dessus du bec rouge. Pattes rose.||Littoral|||FIN
Talève sultane|Poule sultane|Porphyrio porphyrio|Purple Swamphen|GRUIFORMES: Rallidae|48|Râles, marouettes, poules d'eau||épais et court|rouge/orange||rouge/orange|||noir||Tête, cou et gorge gris bleu sombre. Ailes noires, croupion blanc. Bec épais rouge avec une plaque frontale rouge également.|Régions méditerranéennes|Bords de rivières, zones humides|||FIN
Tarier des Canaries||Saxicola dacotiae|Canary Island Stonechat|PASSERIFORMES: Muscicapidae|12|Passereaux||fin et court|noir||noir|||brun|rouge/orange|Dos brun strié de noir. Gorge rousse. Demi-collier blanc. Sourcil blanc. Bec fin noir.|Endémique des Canaries.||||FIN
Tarier des prés||Saxicola rubetra|Whinchat|PASSERIFORMES: Muscicapidae|13|Passereaux||fin et court|noir||noir|||brun||Dos brun et noir avec un motif d'écailles. Tête noire striée de brun sur le dessus. Sourcil blanc. Bavette blanche. Poitrine rousse. Bec fin noir.||Champs et bocages|||FIN
Tarier pâtre||Saxicola rubicola|Stonechat|PASSERIFORMES: Muscicapidae|13|Passereaux||fin et court|noir||noir|||noir|blanc|Tête, gorge et dos brun noir. Blanc au niveau du cou et de l'épaule. Poitrine rousse. Bande blanche sur l'aile. Bec fin noir. Pattes noires.||Champs et bocages|Forêts et landes|Saxicola torquatus|FIN
Tarin des aulnes||Carduelis spinus|Eurasian Siskin|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court||||||jaune||Dos, tête et gorge jaunes. Front noir. Ailes et queue barrées de noir. Bec épais.||Bords de rivières, zones humides|Forêts et landes||FIN
Tétras lyre|Petit coq de bruyère|Lyrurus tetrix|Black Grouse|GALLIFORMES: Phasianidae|53|Gallinacés||épais et court|noir||gris|||noir|rouge/orange|Entièrement noir à l'exception de la caroncule rouge et des plumes blanches sous la queue. Femelle brune mouchetée.||Forêts et landes|Montagnes et roches|Tetrao tetrix|FIN
Tichodrome échelette||Tichodroma muraria|Wallcreeper|PASSERIFORMES: Tichodromidae|17|Passereaux||autres becs droits|noir||noir|||gris|rouge/orange|Corps gris. Ailes noires tachées de rouge et de blanc. Bec long, fin et noir.||Montagnes et roches|||FIN
Torcol fourmilier||Jynx torquilla|Eurasian Wryneck|PICIFORMES: Picidae|16|Pics||autres becs droits||||||gris||Globalement gris brun avec un plumage ressemblant à de l'écorce d'arbre. Bec épais.||Forêts et landes|Villes, villages, jardins||FIN
Tournepierre à collier||Arenaria interpres|Ruddy Turnstone|CHARADRIIFORMES: Scolopacidae|23|Limicoles||fin et court|noir||rouge/orange|||brun|noir|Dos brun, noir et roux. Collier noir et blanc. Gorge noire. Ventre blanc. Calotte blanche en été. En hiver, tête et gorge brunes. Pattes orange. Bec fin noir.||Toundra|Littoral||FIN
Tourterelle des bois||Streptopelia turtur|European Turtle-Dove|COLUMBIFORMES: Columbidae|27|Pigeons et tourterelles||autres becs droits|noir||rouge/orange|||brun||Tête, ventre et dos gris. Ailes avec motif d'écaille noir bordé de brun. Tache noir et blanc sur le cou. Bec noir. Tour de l'oeil rouge.||Forêts et landes|||FIN
Tourterelle turque||Streptopelia decaocto|Eurasian Collared-Dove|COLUMBIFORMES: Columbidae|31|Pigeons et tourterelles||autres becs droits|noir|||||gris||Grise avec le bout des ailes noir. Poitrine légèrement rosée. Marque noire au niveau du cou. Bec et pattes noirs.||Villes, villages, jardins|||FIN
Traquet isabelle||Oenanthe isabellina|Isabelline Wheatear|PASSERIFORMES: Muscicapidae|16|Passereaux||fin et court|noir||noir|||brun||Tête et dos bruns. Bord des ailes plus sombres. Sourcil blanc. Trait noir entre l'oeil et le bec. Bavette blanche. Gorge brunâtre. Ventre blanc. Pattes noires, bec fin et noir.|Europe de l'Est.|Milieu sec ou désertique|||FIN
Traquet motteux||Oenanthe oenanthe|Northern Wheatear|PASSERIFORMES: Muscicapidae|16|Passereaux||fin et court|noir||noir|||gris|noir|Tête et dos gris. Bord des ailes noir. Bande noire sur l'oeil surmontée d'un sourcil blanc. Bavette légèrement rousse. Ventre blanc. Bec fin noir. Pattes noires. Chez la femelle, dos et tête sont bruns. Pas de bande noire sur l'oeil ni de gorge rousse.||Littoral|Montagnes et roches||FIN
Traquet oreillard||Oenanthe hispanica|Black-eared Wheatear|PASSERIFORMES: Muscicapidae|15|Passereaux||fin et court|noir||noir|||brun|noir|Tête, dos, cou, ventre et queue blancs. Ailes noires. Bandeau noir sur l'oeil. Petit bec fin. Pattes noires. Queue noire et blanche.||Montagnes et roches|Milieu méditerranéen||FIN
Traquet pie||Oenanthe pleschanka|Pied Wheatear|PASSERIFORMES: Muscicapidae|15|Passereaux||fin et court|noir||noir|||noir|blanc|Calotte et nuque blanches. Ventre blanc. Joues, gorge et dos noirs. Queue blanche avec un T noir. Bec fin noir. Pattes noires.|Europe de l'Est.|Montagnes et roches|||FIN
Traquet rieur||Oenanthe leucura|Black Wheatear|PASSERIFORMES: Muscicapidae|18|Passereaux||fin et court|noir||noir|||noir|blanc|Entièrement noir à l'exception de la calotte grise et du dessous de la queue blanc. Bec fin noir. Pattes noires.||Montagnes et roches|||FIN
Troglodyte mignon||Troglodytes troglodytes|Eurasian Wren|PASSERIFORMES: Troglodytidae|9|Passereaux||fin et court||||||brun||Dessus brun roux, finement strié de noir. Tête et ventre brun plus pâle. Sourcil blanc. Quelques plumes fines à damier noir et blanc au bord des ailes. Queue souvent relevée. Petit bec fin.||Villes, villages, jardins|Forêts et landes||FIN
Turnix d'Andalousie|Turnix mugissant|Turnix sylvaticus|Small Buttonquail|CHARADRIIFORMES: Turnicidae|15|Autres||autres becs droits|jaune|||||brun|rouge/orange|Dos grisâtre moucheté de blanc, noir et brun. Dessous roux. Tête grise mouchetée de blanc. Bec épais grisâtre. |Espagne.|Milieu sec ou désertique|||FIN
Vanneau éperonné||Vanellus spinosus|Spur-winged Plover|CHARADRIIFORMES: Charadriidae|27|Limicoles||fin et court|noir||noir|||brun|noir|Dos brun. Calotte, ventre, épaules et queue noirs. Bande noire entre le bec et le ventre. Joue et cou blancs. Bas du ventre blanc. Bec fin noir.||Bords de rivières, zones humides|||FIN
Vanneau huppé||Vanellus vanellus|Northern Lapwing|CHARADRIIFORMES: Charadriidae|30|Limicoles||fin et court|noir||rouge/orange||huppe|noir||Calotte noire huppée. Gorge noire. Joue et tour de l'oeil marbré noir et blanc. Nuque et croupion brunâtres. Ventre blanc. Dos à reflets verts. Bec noir et fin. Produit un effet de clignotement en vol.||Bords de rivières, zones humides|Champs et bocages||FIN
Vautour fauve||Gyps fulvus|Eurasian Griffon|ACCIPITRIFORMES: Accipitridae|100|Rapaces||crochu||||||brun||Brun à l'exception du bord des ailes et de la queue noirs. Tête et cou gris et nus. Bec crochu.||Montagnes et roches|||FIN
Vautour moine||Aegypius monachus|Cinereous Vulture|ACCIPITRIFORMES: Accipitridae|104|Rapaces||crochu|noir|||||brun||Corps brun sombre. Tête nue. Bec crochu.||Montagnes et roches|||FIN
Vautour percnoptère||Neophron percnopterus|Egyptian Vulture|ACCIPITRIFORMES: Accipitridae|62|Rapaces||crochu|jaune|||||blanc||Blanc, avec le dessous des ailes partiellement noir. Face nue jaune. Bec crochu.||Montagnes et roches|Champs et bocages||FIN
Venturon corse||Serinus corsicanus|Corsican Finch|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court||||||vert||Dos brun. Tête grisâtre, sauf le front et les joues jaunes. Bout des ailes jaunes et noir. Dessous des ailes jaunes. Bec épais.|Vit en Corse et Sardaigne.|Milieu méditerranéen||Carduelis corsicana|FIN
Venturon montagnard||Serinus citrinella|Citril Finch|PASSERIFORMES: Fringillidae|12|Passereaux||épais et court||||||vert||Dos, dessous et face jaunes. Nuque grisâtre. Collier blanchâtre. Bout des ailes noir. Bec épais.|Vit dans les forêts de montagne, en général au-dessus de 700 mètres d'altitude.|Montagnes et roches||Carduelis citrinella|FIN
Verdier d'Europe||Chloris chloris|European Greenfinch|PASSERIFORMES: Fringillidae|15|Passereaux||épais et court||||||vert|jaune|Dos jaune verdâtre. Tête grise et jaune. Dessous jaune. Ailes et queue grises et noires. Croupion jaune. Bec épais.||Villes, villages, jardins|Forêts et landes|Carduelis chloris|FIN
